SHA-1,仓库对象路径,字节大小,类型,Java1.20.1逻辑路径,Java1.20.1 Sound Event,解析状态
1826c6986572fe2f7ab9111dc6da9b67df1f7f20,18/1826c6986572fe2f7ab9111dc6da9b67df1f7f20,6249,ogg,minecraft/sounds/entity/horse/eat5.ogg,entity.donkey.eat;entity.horse.eat;entity.mule.eat,已由Minecraft Java 1.20.1 asset index解析
1839f16d9f22dc6f3844cf45ab4a01ac57a325da,18/1839f16d9f22dc6f3844cf45ab4a01ac57a325da,22195,ogg,minecraft/sounds/ui/loom/select_pattern3.ogg,ui.loom.select_pattern,已由Minecraft Java 1.20.1 asset index解析
1845bd4c5ab4480491f9fe24494db55d417c76ba,18/1845bd4c5ab4480491f9fe24494db55d417c76ba,17717,ogg,minecraft/sounds/block/froglight/break3.ogg,block.froglight.break;block.froglight.place,已由Minecraft Java 1.20.1 asset index解析
185a3f078f752d5f5eca27913b7fc6c27f0a21cc,18/185a3f078f752d5f5eca27913b7fc6c27f0a21cc,17589,ogg,minecraft/sounds/mob/panda/pant1.ogg,entity.panda.aggressive_ambient;entity.panda.ambient,已由Minecraft Java 1.20.1 asset index解析
185fdb055113e3c1aafc7cc7c9141f2960b17ed3,18/185fdb055113e3c1aafc7cc7c9141f2960b17ed3,6578,ogg,minecraft/sounds/item/armor/equip_gold2.ogg,item.armor.equip_gold,已由Minecraft Java 1.20.1 asset index解析
186362097c9552903943d8d37a1e3b974e4aa618,18/186362097c9552903943d8d37a1e3b974e4aa618,8680,ogg,minecraft/sounds/mob/guardian/elder_hit4.ogg,entity.elder_guardian.hurt,已由Minecraft Java 1.20.1 asset index解析
186d5d9481d59cc99bc4be1b5fbb98d0ef877b8e,18/186d5d9481d59cc99bc4be1b5fbb98d0ef877b8e,8703,ogg,minecraft/sounds/random/chestopen.ogg,,已由Minecraft Java 1.20.1 asset index解析
18752157f5d8718e2752805a657c74a73d2b88db,18/18752157f5d8718e2752805a657c74a73d2b88db,6177,ogg,minecraft/sounds/mob/chicken/hurt2.ogg,entity.chicken.death;entity.chicken.hurt,已由Minecraft Java 1.20.1 asset index解析
1882f71dee4f377dde08a517adc5f3c585d2d526,18/1882f71dee4f377dde08a517adc5f3c585d2d526,5160,ogg,minecraft/sounds/mob/villager/hit4.ogg,entity.villager.hurt,已由Minecraft Java 1.20.1 asset index解析
1882fe1f3b4788404e1cd152764345ee3a4495f2,18/1882fe1f3b4788404e1cd152764345ee3a4495f2,12313,ogg,minecraft/sounds/block/bamboo/place5.ogg,block.bamboo.break;block.bamboo.place,已由Minecraft Java 1.20.1 asset index解析
188e05f8f12787ea22dd1836fe2c9c7e4efd03af,18/188e05f8f12787ea22dd1836fe2c9c7e4efd03af,6101,ogg,minecraft/sounds/item/shovel/flatten3.ogg,item.shovel.flatten,已由Minecraft Java 1.20.1 asset index解析
18a0bafb39a86b9c32e8efe3658a8d111e5492ea,18/18a0bafb39a86b9c32e8efe3658a8d111e5492ea,16905,ogg,minecraft/sounds/step/coral5.ogg,block.coral_block.fall;block.coral_block.hit;block.coral_block.step,已由Minecraft Java 1.20.1 asset index解析
18a992d93128bb2e2861930cff3140c6940c0127,18/18a992d93128bb2e2861930cff3140c6940c0127,67196,ogg,minecraft/sounds/ambient/cave/cave5.ogg,ambient.cave,已由Minecraft Java 1.20.1 asset index解析
18dc3ef276a8769bd88202520943bb174c0aad8c,18/18dc3ef276a8769bd88202520943bb174c0aad8c,5938,ogg,minecraft/sounds/mob/rabbit/hop1.ogg,entity.rabbit.jump,已由Minecraft Java 1.20.1 asset index解析
18e070182052d63ec9b28ccec571a64db9137341,18/18e070182052d63ec9b28ccec571a64db9137341,16097,ogg,minecraft/sounds/mob/turtle/armor.ogg,item.armor.equip_turtle,已由Minecraft Java 1.20.1 asset index解析
190d084cb35df46f189bb194ce026860522a4c02,19/190d084cb35df46f189bb194ce026860522a4c02,581331,json/text,,,未在Java 1.20.1 asset index中解析；本对象不是已识别OGG音频
1913d4963d024157b5f853ff734ef22d1549e0e4,19/1913d4963d024157b5f853ff734ef22d1549e0e4,22691,ogg,,,未在Java 1.20.1 asset index中解析（可能来自其他版本/历史缓存）
191510085f615e2d44136f45c41dd19aecf601e5,19/191510085f615e2d44136f45c41dd19aecf601e5,39927,ogg,minecraft/sounds/block/beacon/activate.ogg,block.beacon.activate,已由Minecraft Java 1.20.1 asset index解析
192e2f57b6d878465f7baa500493fb11a5ccb220,19/192e2f57b6d878465f7baa500493fb11a5ccb220,32233,ogg,minecraft/sounds/block/powder_snow/step10.ogg,block.powder_snow.fall;block.powder_snow.hit;block.powder_snow.step,已由Minecraft Java 1.20.1 asset index解析
1938466779870e47c016bec9b78f277ceba6c079,19/1938466779870e47c016bec9b78f277ceba6c079,16022,ogg,minecraft/sounds/item/crossbow/shoot2.ogg,item.crossbow.shoot,已由Minecraft Java 1.20.1 asset index解析
193a41b1759531080c89a68a658572ea1d6333b4,19/193a41b1759531080c89a68a658572ea1d6333b4,25356,ogg,minecraft/sounds/mob/cat/eat2.ogg,entity.cat.eat,已由Minecraft Java 1.20.1 asset index解析
194dde617e841c3555fdc86420650916bbc81251,19/194dde617e841c3555fdc86420650916bbc81251,4120,ogg,minecraft/sounds/mob/parrot/step5.ogg,entity.parrot.step,已由Minecraft Java 1.20.1 asset index解析
194fc2da93cfac5e6f17e7fb2abc90894f5214a4,19/194fc2da93cfac5e6f17e7fb2abc90894f5214a4,114921,ogg,minecraft/sounds/ambient/nether/soulsand_valley/mood3.ogg,ambient.soul_sand_valley.mood,已由Minecraft Java 1.20.1 asset index解析
195a4b987b0b97c238de9522eb74dd1bfeab202d,19/195a4b987b0b97c238de9522eb74dd1bfeab202d,13016,ogg,minecraft/sounds/mob/horse/skeleton/idle1.ogg,entity.skeleton_horse.ambient,已由Minecraft Java 1.20.1 asset index解析
1967d467023f77d462971e3b4ff46042d029adb9,19/1967d467023f77d462971e3b4ff46042d029adb9,28107,ogg,minecraft/sounds/block/azalea_leaves/step2.ogg,block.azalea_leaves.fall;block.azalea_leaves.hit;block.azalea_leaves.step,已由Minecraft Java 1.20.1 asset index解析
19786806146a50a06d8dbd36a033aefbb8fefd8a,19/19786806146a50a06d8dbd36a033aefbb8fefd8a,16175,ogg,minecraft/sounds/block/chest/close3.ogg,block.chest.close,已由Minecraft Java 1.20.1 asset index解析
197fa8fc77d8a33e7ad15d8f11bb08ffb7819a45,19/197fa8fc77d8a33e7ad15d8f11bb08ffb7819a45,383894,ogg,minecraft/sounds/ambient/nether/soulsand_valley/whisper3.ogg,ambient.soul_sand_valley.additions,已由Minecraft Java 1.20.1 asset index解析
19884054a8131e43550cc1f625093e0f6d2da7af,19/19884054a8131e43550cc1f625093e0f6d2da7af,70950,ogg,minecraft/sounds/entity/glow_squid/ambient1.ogg,entity.glow_squid.ambient,已由Minecraft Java 1.20.1 asset index解析
198ab0290fa4593eba3327588f80859470204392,19/198ab0290fa4593eba3327588f80859470204392,35624,ogg,minecraft/sounds/block/netherrack/step1.ogg,block.netherrack.fall;block.netherrack.hit;block.netherrack.step,已由Minecraft Java 1.20.1 asset index解析
199192a54b00af0f694cd069ceecee9394660c44,19/199192a54b00af0f694cd069ceecee9394660c44,21898,ogg,minecraft/sounds/block/bamboo_wood_door/toggle3.ogg,block.bamboo_wood_door.close;block.bamboo_wood_door.open,已由Minecraft Java 1.20.1 asset index解析
1994507dcdc3dab3405fdab3c5d13a036e4fdbda,19/1994507dcdc3dab3405fdab3c5d13a036e4fdbda,48330,ogg,minecraft/sounds/mob/piglin_brute/angry2.ogg,entity.piglin_brute.angry,已由Minecraft Java 1.20.1 asset index解析
1997fd410166b4e52ede02d23fb8947306f8630d,19/1997fd410166b4e52ede02d23fb8947306f8630d,17040,ogg,minecraft/sounds/block/pumpkin/carve2.ogg,block.pumpkin.carve,已由Minecraft Java 1.20.1 asset index解析
199c9f150822950385b9bc1d840605a6a795bd27,19/199c9f150822950385b9bc1d840605a6a795bd27,8727,ogg,minecraft/sounds/mob/skeleton/say1.ogg,block.note_block.imitate.skeleton;entity.parrot.imitate.skeleton;entity.skeleton.ambient,已由Minecraft Java 1.20.1 asset index解析
19a2b327df7ea54146a14f8cac7c96f4f0a9bdb9,19/19a2b327df7ea54146a14f8cac7c96f4f0a9bdb9,18489,ogg,minecraft/sounds/item/plant/netherwart2.ogg,block.fungus.step;block.nether_wart.break;item.nether_wart.plant,已由Minecraft Java 1.20.1 asset index解析
19a5aae31c3e0018a960b709a9f0240d8d47dda7,19/19a5aae31c3e0018a960b709a9f0240d8d47dda7,5609,ogg,minecraft/sounds/liquid/lavapop.ogg,block.lava.pop,已由Minecraft Java 1.20.1 asset index解析
19ba043db0954941955f7132ccd67d5b777c226b,19/19ba043db0954941955f7132ccd67d5b777c226b,34706,ogg,minecraft/sounds/mob/fox/sleep1.ogg,entity.fox.sleep,已由Minecraft Java 1.20.1 asset index解析
19d7681e0cb082cb9e0df3116b5fc927df29c056,19/19d7681e0cb082cb9e0df3116b5fc927df29c056,49830,ogg,minecraft/sounds/mob/warden/ambient_2.ogg,entity.warden.ambient,已由Minecraft Java 1.20.1 asset index解析
19e3ddd127884efbbece9806ef8fce3498e03da3,19/19e3ddd127884efbbece9806ef8fce3498e03da3,5157,ogg,minecraft/sounds/item/armor/equip_generic1.ogg,item.armor.equip_generic,已由Minecraft Java 1.20.1 asset index解析
19f43eef373da394e78338632d627eef89957e98,19/19f43eef373da394e78338632d627eef89957e98,43317,ogg,minecraft/sounds/block/amethyst/step9.ogg,block.amethyst_block.fall;block.amethyst_block.hit;block.amethyst_block.step;block.amethyst_cluster.fall;block.amethyst_cluster.hit;block.amethyst_cluster.step,已由Minecraft Java 1.20.1 asset index解析
1a07b76ea50a3e33b63cfccbb51a12492c9bad8b,1a/1a07b76ea50a3e33b63cfccbb51a12492c9bad8b,19134,ogg,minecraft/sounds/block/cherry_leaves/step3.ogg,block.cherry_leaves.fall;block.cherry_leaves.hit;block.cherry_leaves.step;block.pink_petals.fall;block.pink_petals.hit;block.pink_petals.step,已由Minecraft Java 1.20.1 asset index解析
1a24b3a09f84dd9780b01bc10a153cef0275f7c0,1a/1a24b3a09f84dd9780b01bc10a153cef0275f7c0,19866,ogg,minecraft/sounds/mob/frog/tongue2.ogg,entity.frog.tongue,已由Minecraft Java 1.20.1 asset index解析
1a5be8c9fcdc86fd6ebefc01b030c2c8f26ca3fd,1a/1a5be8c9fcdc86fd6ebefc01b030c2c8f26ca3fd,143466,ogg,minecraft/sounds/ambient/nether/crimson_forest/mood1.ogg,ambient.crimson_forest.mood,已由Minecraft Java 1.20.1 asset index解析
1a6221a6293807310bca01dccf14ddac66210d65,1a/1a6221a6293807310bca01dccf14ddac66210d65,620592,json/text,,,未在Java 1.20.1 asset index中解析；本对象不是已识别OGG音频
1ab7f687e28ed6e608cf547a6285b194114ddc70,1a/1ab7f687e28ed6e608cf547a6285b194114ddc70,25267,ogg,minecraft/sounds/mob/panda/aggressive/aggressive3.ogg,entity.panda.aggressive_ambient,已由Minecraft Java 1.20.1 asset index解析
1afefaa39a53606d2737bab9cb3409350cb2dc9f,1a/1afefaa39a53606d2737bab9cb3409350cb2dc9f,3850,ogg,minecraft/sounds/note/bd.ogg,block.note_block.basedrum,已由Minecraft Java 1.20.1 asset index解析
1b172129daf7cd9a36d2b0f7820baf2e479e381a,1b/1b172129daf7cd9a36d2b0f7820baf2e479e381a,9783,ogg,minecraft/sounds/entity/player/attack/crit2.ogg,entity.player.attack.crit,已由Minecraft Java 1.20.1 asset index解析
1b256a2a6b360fd2f2858cf1a42c4ca4917a1de1,1b/1b256a2a6b360fd2f2858cf1a42c4ca4917a1de1,13533,ogg,minecraft/sounds/block/end_portal/eyeplace2.ogg,block.end_portal_frame.fill,已由Minecraft Java 1.20.1 asset index解析
1b2836933094cb2d8a1da3c4f31d88c1aed3dab2,1b/1b2836933094cb2d8a1da3c4f31d88c1aed3dab2,19780,ogg,minecraft/sounds/entity/pufferfish/death1.ogg,entity.puffer_fish.death,已由Minecraft Java 1.20.1 asset index解析
1b2faea09490636cbc0c3b5de9d808faa5dd34a9,1b/1b2faea09490636cbc0c3b5de9d808faa5dd34a9,27722,ogg,minecraft/sounds/mob/piglin_brute/hurt4.ogg,entity.piglin_brute.hurt,已由Minecraft Java 1.20.1 asset index解析
1b33ca18f1e7d8e9427ab9bd7246bb1ff58812a7,1b/1b33ca18f1e7d8e9427ab9bd7246bb1ff58812a7,10857,ogg,minecraft/sounds/block/scaffold/place4.ogg,block.scaffolding.break;block.scaffolding.place,已由Minecraft Java 1.20.1 asset index解析
1b429890e72f1e901bcb989de0d2f1845016936f,1b/1b429890e72f1e901bcb989de0d2f1845016936f,32316,ogg,minecraft/sounds/mob/ravager/step5.ogg,entity.ravager.step,已由Minecraft Java 1.20.1 asset index解析
1b5871a3af4dc425f20f9c1e06297f5fff2f3545,1b/1b5871a3af4dc425f20f9c1e06297f5fff2f3545,12287,ogg,minecraft/sounds/block/sculk_sensor/sculk_clicking1.ogg;minecraft/sounds/mob/warden/tendril_clicks_1.ogg,block.sculk_sensor.clicking;entity.parrot.imitate.warden;entity.warden.tendril_clicks,已由Minecraft Java 1.20.1 asset index解析
1b7075285317276654bfa1eef36bebb8f5f50f00,1b/1b7075285317276654bfa1eef36bebb8f5f50f00,26680,ogg,minecraft/sounds/item/crossbow/quick_charge/quick2_3.ogg,item.crossbow.quick_charge_2,已由Minecraft Java 1.20.1 asset index解析
1b89d175802fd1a24ca927f76fe41d7e8fe882e0,1b/1b89d175802fd1a24ca927f76fe41d7e8fe882e0,25723,ogg,minecraft/sounds/mob/wandering_trader/drink_milk3.ogg,entity.wandering_trader.drink_milk,已由Minecraft Java 1.20.1 asset index解析
1b94779deaf996024639114b3f401171d167ed1c,1b/1b94779deaf996024639114b3f401171d167ed1c,22642,ogg,minecraft/sounds/mob/pillager/idle3.ogg,entity.parrot.imitate.pillager;entity.pillager.ambient,已由Minecraft Java 1.20.1 asset index解析
1bd5a33c1b50627d5fd45a44cf78ad6d96f483dd,1b/1bd5a33c1b50627d5fd45a44cf78ad6d96f483dd,4702,ogg,minecraft/sounds/item/book/close_put1.ogg,item.book.put,已由Minecraft Java 1.20.1 asset index解析
1bd5bc41540c90a5a156377e7d1acde0c82b0e8f,1b/1bd5bc41540c90a5a156377e7d1acde0c82b0e8f,19768,ogg,minecraft/sounds/block/deepslate_bricks/place4.ogg,block.deepslate_bricks.break;block.deepslate_bricks.place;block.deepslate_tiles.break;block.deepslate_tiles.place,已由Minecraft Java 1.20.1 asset index解析
1bdacbed0f0895030d7749bf37f3444af86acb16,1b/1bdacbed0f0895030d7749bf37f3444af86acb16,24910,ogg,,,未在Java 1.20.1 asset index中解析（可能来自其他版本/历史缓存）
1bdb9e214a7833b794b1b4b97796d9f9af12bca5,1b/1bdb9e214a7833b794b1b4b97796d9f9af12bca5,20040,ogg,minecraft/sounds/ui/toast/in.ogg,ui.toast.in,已由Minecraft Java 1.20.1 asset index解析
1bdceb2916bca9c71bc4e0316dfcbc171f655a06,1b/1bdceb2916bca9c71bc4e0316dfcbc171f655a06,8564,ogg,minecraft/sounds/entity/boat/paddle_land2.ogg,entity.boat.paddle_land,已由Minecraft Java 1.20.1 asset index解析
1be6e84cfd3b27ef0578f84f03abbdc3ca45d381,1b/1be6e84cfd3b27ef0578f84f03abbdc3ca45d381,38811,ogg,minecraft/sounds/ambient/underwater/additions/animal2.ogg,ambient.underwater.loop.additions.ultra_rare,已由Minecraft Java 1.20.1 asset index解析
1bfa09dff1d869d875e84287364beaa10c6816e5,1b/1bfa09dff1d869d875e84287364beaa10c6816e5,70843,ogg,minecraft/sounds/item/goat_horn/call7.ogg,item.goat_horn.sound.7,已由Minecraft Java 1.20.1 asset index解析
1c1609152fcd156ddda37c6d8e428175293e1bcf,1c/1c1609152fcd156ddda37c6d8e428175293e1bcf,24869,ogg,minecraft/sounds/mob/frog/death2.ogg,entity.frog.death,已由Minecraft Java 1.20.1 asset index解析
1c262c483a694704cfe7badd978a9eeb49a167a0,1c/1c262c483a694704cfe7badd978a9eeb49a167a0,23333,ogg,minecraft/sounds/mob/axolotl/idle_air5.ogg,entity.axolotl.idle_air,已由Minecraft Java 1.20.1 asset index解析
1c34854baa9fdf7a74fb4553890d347050ca7514,1c/1c34854baa9fdf7a74fb4553890d347050ca7514,17825,ogg,minecraft/sounds/block/vine/climb2.ogg,block.cave_vines.fall;block.cave_vines.hit;block.cave_vines.step;block.vine.fall;block.vine.step,已由Minecraft Java 1.20.1 asset index解析
1c3e5d6ccda1ebf90bd3cbdbfb385fb43601d464,1c/1c3e5d6ccda1ebf90bd3cbdbfb385fb43601d464,8392,ogg,minecraft/sounds/mob/guardian/elder_hit2.ogg,entity.elder_guardian.hurt,已由Minecraft Java 1.20.1 asset index解析
1c6a079997bb8f67a55378e1917c23e45c08b055,1c/1c6a079997bb8f67a55378e1917c23e45c08b055,12264,ogg,,,未在Java 1.20.1 asset index中解析（可能来自其他版本/历史缓存）
1c6cfea5aa5815286558703e21c03abfb92b33ca,1c/1c6cfea5aa5815286558703e21c03abfb92b33ca,8920,ogg,,,未在Java 1.20.1 asset index中解析（可能来自其他版本/历史缓存）
1c6da6a595933a951f5201cc286fbf446d28b953,1c/1c6da6a595933a951f5201cc286fbf446d28b953,564831,json/text,,,未在Java 1.20.1 asset index中解析；本对象不是已识别OGG音频
1c722dfd43b06c28273bc8c56d1d02c1a6ea5e48,1c/1c722dfd43b06c28273bc8c56d1d02c1a6ea5e48,8442,ogg,minecraft/sounds/entity/player/attack/knockback4.ogg,entity.player.attack.knockback,已由Minecraft Java 1.20.1 asset index解析
1c8603f028011265ba9da48f77abe2d6eb38dd44,1c/1c8603f028011265ba9da48f77abe2d6eb38dd44,587258,json/text,,,未在Java 1.20.1 asset index中解析；本对象不是已识别OGG音频
1c8cf9427698ee08d28de9ee188538906d0d575e,1c/1c8cf9427698ee08d28de9ee188538906d0d575e,7292,ogg,,,未在Java 1.20.1 asset index中解析（可能来自其他版本/历史缓存）
1c927f6cfa7908113edcb357e479ce341d589181,1c/1c927f6cfa7908113edcb357e479ce341d589181,190480,ogg,minecraft/sounds/ambient/nether/basalt_deltas/long_debris1.ogg,ambient.basalt_deltas.additions,已由Minecraft Java 1.20.1 asset index解析
1ce98ad4fa36fae05bfa9231990018bf94361e6b,1c/1ce98ad4fa36fae05bfa9231990018bf94361e6b,41760,ogg,minecraft/sounds/ambient/underwater/additions/driplets1.ogg,ambient.underwater.loop.additions.rare,已由Minecraft Java 1.20.1 asset index解析
1cead9b23c178f00cefdfa72028a1a8e11b0c226,1c/1cead9b23c178f00cefdfa72028a1a8e11b0c226,17449,ogg,minecraft/sounds/block/cherrywood_fence_gate/toggle3.ogg,block.cherry_wood_fence_gate.close;block.cherry_wood_fence_gate.open,已由Minecraft Java 1.20.1 asset index解析
1cfd864cbda555477ed9523e640de0d234c18858,1c/1cfd864cbda555477ed9523e640de0d234c18858,8875,ogg,minecraft/sounds/mob/sheep/say2.ogg,entity.sheep.ambient;entity.sheep.death;entity.sheep.hurt,已由Minecraft Java 1.20.1 asset index解析
1d01f05cc92a2e51d8444b1d9082750e52a4a907,1d/1d01f05cc92a2e51d8444b1d9082750e52a4a907,40762,ogg,minecraft/sounds/block/sculk_shrieker/place4.ogg,block.sculk_shrieker.place,已由Minecraft Java 1.20.1 asset index解析
1d0b8c47a543021dabbd461f5bfca9d22f28b48a,1d/1d0b8c47a543021dabbd461f5bfca9d22f28b48a,29230,ogg,minecraft/sounds/block/frogspawn/hatch4.ogg,block.frogspawn.hatch,已由Minecraft Java 1.20.1 asset index解析
1d15957378b747a2daad165dd14acc5689310e9a,1d/1d15957378b747a2daad165dd14acc5689310e9a,4956,ogg,minecraft/sounds/entity/itemframe/break3.ogg,entity.glow_item_frame.break;entity.item_frame.break,已由Minecraft Java 1.20.1 asset index解析
1d183c36f596e85c4fb564ff2667332211e49659,1d/1d183c36f596e85c4fb564ff2667332211e49659,6079,ogg,minecraft/sounds/damage/fallbig.ogg,entity.generic.big_fall;entity.hostile.big_fall;entity.player.big_fall,已由Minecraft Java 1.20.1 asset index解析
1d20194a6b2f883be478830f129e017257374629,1d/1d20194a6b2f883be478830f129e017257374629,5455,ogg,minecraft/sounds/mob/villager/hit2.ogg,entity.villager.hurt,已由Minecraft Java 1.20.1 asset index解析
1d355313b9da07fc2e5c5fb9f3869e9390ec739a,1d/1d355313b9da07fc2e5c5fb9f3869e9390ec739a,24196,ogg,minecraft/sounds/mob/dolphin/eat1.ogg,entity.dolphin.eat,已由Minecraft Java 1.20.1 asset index解析
1d37185f9790e93c2998cc4deea8968506a51d4a,1d/1d37185f9790e93c2998cc4deea8968506a51d4a,60882,ogg,minecraft/sounds/ambient/cave/cave18.ogg,ambient.cave,已由Minecraft Java 1.20.1 asset index解析
1d3cde3cdbf05b92b0c75984d4bc3632b0cb61b6,1d/1d3cde3cdbf05b92b0c75984d4bc3632b0cb61b6,19619,ogg,minecraft/sounds/mob/turtle/walk1.ogg,entity.turtle.shamble,已由Minecraft Java 1.20.1 asset index解析
1d406da37ca1554b7b0c7284dfe67a26d4ce8b2f,1d/1d406da37ca1554b7b0c7284dfe67a26d4ce8b2f,43401,ogg,minecraft/sounds/block/sculk/break12.ogg,block.sculk.break,已由Minecraft Java 1.20.1 asset index解析
1d407e006a12bb9e2085bd131f5858faca224c04,1d/1d407e006a12bb9e2085bd131f5858faca224c04,13978,ogg,minecraft/sounds/block/bamboo/sapling_place2.ogg,block.bamboo_sapling.break;block.bamboo_sapling.place;block.cherry_sapling.break;block.cherry_sapling.place;block.crop.break,已由Minecraft Java 1.20.1 asset index解析
1d488970ff2dd9d19a397c8bd593b82bd061b655,1d/1d488970ff2dd9d19a397c8bd593b82bd061b655,19413,ogg,minecraft/sounds/block/netherrack/break4.ogg,block.netherrack.break;block.netherrack.place,已由Minecraft Java 1.20.1 asset index解析
1d58859744fcc7c09ffecbe16f84752b057d8d77,1d/1d58859744fcc7c09ffecbe16f84752b057d8d77,8936,ogg,minecraft/sounds/mob/polarbear/hurt4.ogg,entity.polar_bear.hurt,已由Minecraft Java 1.20.1 asset index解析
1d69d04c669d82a75da8ea2f8a1a63ebf5fefd0f,1d/1d69d04c669d82a75da8ea2f8a1a63ebf5fefd0f,10441,ogg,minecraft/sounds/item/bucket/fill2.ogg,item.bucket.fill,已由Minecraft Java 1.20.1 asset index解析
1d761cb3bcb45498719e4fba0751e1630e134f1a,1d/1d761cb3bcb45498719e4fba0751e1630e134f1a,7757,ogg,minecraft/sounds/step/gravel1.ogg,block.gravel.fall;block.gravel.hit;block.gravel.step,已由Minecraft Java 1.20.1 asset index解析
1d8eb3f824e8e17c0834a17cf39b9e55b8479c2e,1d/1d8eb3f824e8e17c0834a17cf39b9e55b8479c2e,459345,png,realms/textures/gui/images/11.png,,已由Minecraft Java 1.20.1 asset index解析
1d9a3a8ed523ee760778931a7195df9475685ca7,1d/1d9a3a8ed523ee760778931a7195df9475685ca7,59659,ogg,,,未在Java 1.20.1 asset index中解析（可能来自其他版本/历史缓存）
1dcbca3b0a1c694b7a1e4fb6930c0689840658c0,1d/1dcbca3b0a1c694b7a1e4fb6930c0689840658c0,44998,ogg,minecraft/sounds/block/lodestone/lock2.ogg,item.lodestone_compass.lock,已由Minecraft Java 1.20.1 asset index解析
1ddae4e8dfa605e27ec8278b3e312597b674437e,1d/1ddae4e8dfa605e27ec8278b3e312597b674437e,5645,ogg,minecraft/sounds/mob/wolf/bark3.ogg,entity.wolf.ambient,已由Minecraft Java 1.20.1 asset index解析
1ddbaacef32520869880af7bab6dc3a1dde5f3b9,1d/1ddbaacef32520869880af7bab6dc3a1dde5f3b9,45223,ogg,minecraft/sounds/mob/camel/eat4.ogg,entity.camel.eat,已由Minecraft Java 1.20.1 asset index解析
1dedc4dacb1e77d5f306e27f0151faff33122f12,1d/1dedc4dacb1e77d5f306e27f0151faff33122f12,16479,ogg,,,未在Java 1.20.1 asset index中解析（可能来自其他版本/历史缓存）
1dee4c0f888064c6f403fcc545c3f001f6b8ac86,1d/1dee4c0f888064c6f403fcc545c3f001f6b8ac86,21938,ogg,minecraft/sounds/block/fungus/break6.ogg,block.fungus.break;block.fungus.place,已由Minecraft Java 1.20.1 asset index解析
1e168ded4b7814e80f1921764ca840ae63cc7174,1e/1e168ded4b7814e80f1921764ca840ae63cc7174,24326,ogg,minecraft/sounds/mob/strider/eat1.ogg,entity.strider.eat,已由Minecraft Java 1.20.1 asset index解析
1e197317f402ccc3a62f0ce331889a277cb24365,1e/1e197317f402ccc3a62f0ce331889a277cb24365,29180,ogg,minecraft/sounds/block/soul_soil/break1.ogg,block.soul_soil.break;block.soul_soil.place,已由Minecraft Java 1.20.1 asset index解析
1e23183e9b9325a13ab09f182d39c58601c7078c,1e/1e23183e9b9325a13ab09f182d39c58601c7078c,97324,ogg,minecraft/sounds/block/smoker/smoker4.ogg,block.smoker.smoke;entity.villager.work_butcher,已由Minecraft Java 1.20.1 asset index解析
1e275e041a7511c22b71ac8b4a15bba258a803c5,1e/1e275e041a7511c22b71ac8b4a15bba258a803c5,18852,ogg,minecraft/sounds/block/nether_wood_door/toggle4.ogg,block.nether_wood_door.close;block.nether_wood_door.open,已由Minecraft Java 1.20.1 asset index解析
1e2d4c843c5a67e58557db41d326264f23f5e1a1,1e/1e2d4c843c5a67e58557db41d326264f23f5e1a1,39893,ogg,minecraft/sounds/block/sculk/break13.ogg,block.sculk.break,已由Minecraft Java 1.20.1 asset index解析
1e3649a7ed0f8dd3e45f07dc3257240c83333877,1e/1e3649a7ed0f8dd3e45f07dc3257240c83333877,7531,ogg,minecraft/sounds/mob/stray/idle3.ogg,entity.parrot.imitate.stray;entity.stray.ambient,已由Minecraft Java 1.20.1 asset index解析
1e37a7e44e34d5a0e338c2d57424eaab4ba8eb46,1e/1e37a7e44e34d5a0e338c2d57424eaab4ba8eb46,7783,ogg,minecraft/sounds/block/decorated_pot/break3.ogg,block.decorated_pot.break;block.decorated_pot.place,已由Minecraft Java 1.20.1 asset index解析
1e38ab01b7b4b6b6b9b29d889801440d285cb508,1e/1e38ab01b7b4b6b6b9b29d889801440d285cb508,38428,ogg,minecraft/sounds/item/bonemeal/bonemeal5.ogg,item.bone_meal.use,已由Minecraft Java 1.20.1 asset index解析
1e5627cdb081851d666923bb8aa92a29ca56dc36,1e/1e5627cdb081851d666923bb8aa92a29ca56dc36,16030,ogg,minecraft/sounds/block/powder_snow/break1.ogg,block.powder_snow.break;block.powder_snow.place,已由Minecraft Java 1.20.1 asset index解析
1e831b3fb318a3e1c0deed03a85e05b7da4288c9,1e/1e831b3fb318a3e1c0deed03a85e05b7da4288c9,50523,ogg,minecraft/sounds/mob/drowned/water/idle2.ogg,entity.drowned.ambient_water,已由Minecraft Java 1.20.1 asset index解析
1e9470b35545a17586f1305a20233acc4e104b04,1e/1e9470b35545a17586f1305a20233acc4e104b04,5393,ogg,minecraft/sounds/item/armor/equip_generic4.ogg,item.armor.equip_generic,已由Minecraft Java 1.20.1 asset index解析
1e947fb99bc5f2403724c239a8a7ad5e0f1369dd,1e/1e947fb99bc5f2403724c239a8a7ad5e0f1369dd,36770,ogg,minecraft/sounds/mob/sniffer/searching4.ogg,entity.sniffer.searching,已由Minecraft Java 1.20.1 asset index解析
1e969c6c8882f3aed0542785da2a0e824ca94fc2,1e/1e969c6c8882f3aed0542785da2a0e824ca94fc2,15603,ogg,minecraft/sounds/mob/panda/hurt3.ogg,entity.panda.hurt,已由Minecraft Java 1.20.1 asset index解析
